donor_name,Code type,recipient_name,2016,2017,2018,2019,rank
International Development Association,Reproductive health care and family planning,Bangladesh,0.0,0.0,20.787931,7.349219,7
International Development Association,Reproductive health care and family planning,Tanzania,13.505169,11.755308,9.746256,6.583902,8
International Development Association,Reproductive health care and family planning,Central African Republic,0.0,0.0,0.0,6.06765,9
International Development Association,Reproductive health care and family planning,Lao People's Democratic Republic,2.88212,2.201224,3.273848,4.0536840000000005,10
International Development Association,Reproductive health care and family planning,Bhutan,0.0,0.0,0.0,1.85943,11
International Development Association,Reproductive health care and family planning,Malawi,3.7874990000000004,3.898355,0.660733,1.658954,12
International Development Association,Reproductive health care and family planning,Mauritania,0.0,0.631534,0.236253,1.586171,13
International Development Association,Reproductive health care and family planning,Pakistan,0.0,2.812899,0.08949,1.3571250000000001,14
International Development Association,Reproductive health care and family planning,Sierra Leone,1.798225,0.381967,0.390185,0.690824,15
International Development Association,Reproductive health care and family planning,Burkina Faso,26.598981000000002,4.991732000000001,5.273941,0.665804,16
International Development Association,Reproductive health care and family planning,Cambodia,0.0,0.659245,0.703509,0.599848,17
International Development Association,Reproductive health care and family planning,Lesotho,0.213283,0.818102,0.744607,0.421355,18
International Development Association,Reproductive health care and family planning,Cameroon,1.447816,-0.03084199999999998,0.532856,0.309835,19
International Development Association,Reproductive health care and family planning,Mali,2.321024,0.24531699999999998,0.0,0.276799,20
International Development Association,Reproductive health care and family planning,Kyrgyzstan,1.300807,1.5715659999999998,0.800353,0.119594,21
International Development Association,Reproductive health care and family planning,Guinea-Bissau,0.0,0.0,0.0,0.105358,22
International Development Association,Reproductive health care and family planning,Marshall Islands,0.0,0.0,0.0,0.101743,23
International Development Association,Reproductive health care and family planning,Armenia,0.537508,0.188932,0.255133,0.061876,24
International Development Association,Reproductive health care and family planning,Mozambique,0.0,0.0,5.676207,0.0,25
International Development Association,Reproductive health care and family planning,Congo,0.429294,1.780554,1.831546,0.0,26
International Development Association,Reproductive health care and family planning,Angola,22.642379,11.130697,0.292037,0.0,27
International Development Association,Reproductive health care and family planning,India,3.6558439999999996,2.833309,0.0,0.0,28
International Development Association,Family planning,Niger,2.527854,1.288214,9.121908,20.113174,1
International Development Association,Family planning,Lao People's Democratic Republic,1.44106,1.100612,1.6369240000000003,2.026842,2
International Development Association,Family planning,Pakistan,0.0,1.632396,0.02983,0.452375,3
International Development Association,Family planning,Burkina Faso,4.045974,4.2576540000000005,4.498361,0.332902,4
International Development Association,Family planning,Nigeria,13.909183,0.0,36.894749,0.0,5
International Development Association,Family planning,Mali,0.060286,0.006372,0.0,0.0,6
Thailand,Reproductive health care,Unspecified,0.022355,0.0,0.0,0.0,1
Thailand,Reproductive health care and family planning,Unspecified,0.022355,0.0,0.0,0.0,1
United Arab Emirates,Reproductive health care,Somalia,21.412459,0.0,0.0,0.0,1
United Arab Emirates,Reproductive health care,West Bank and Gaza Strip,0.623873,0.0,0.0,0.0,2
United Arab Emirates,Reproductive health care,Nigeria,0.032418,0.0,0.0,0.0,3
United Arab Emirates,Reproductive health care and family planning,Nigeria,0.032418,0.0,0.100808,0.0,1
United Arab Emirates,Reproductive health care and family planning,Somalia,21.412459,0.0,0.0,0.0,2
United Arab Emirates,Reproductive health care and family planning,West Bank and Gaza Strip,0.623873,0.0,0.0,0.0,3
United Arab Emirates,Family planning,Nigeria,0.0,0.0,0.100808,0.0,1
Switzerland,Reproductive health care,"South of Sahara, regional",3.024117,3.342312,3.698098,3.715395,1
Switzerland,Reproductive health care,Unspecified,4.726547,2.576641,2.69142,2.639037,2
Switzerland,Reproductive health care,Somalia,0.0,0.434108,0.0,0.962319,3
Switzerland,Reproductive health care,Democratic Republic of the Congo,0.0,0.601757,0.8692700000000001,0.901188,4
Switzerland,Reproductive health care,Tanzania,0.0,0.772093,0.665222,0.656063,5
Switzerland,Reproductive health care,Syrian Arab Republic,0.0,0.374196,0.393594,0.515862,6
Switzerland,Reproductive health care,Nepal,0.0,0.118335,0.052902,0.328373,7
Switzerland,Reproductive health care,Moldova,1.102279,0.597156,0.30602599999999996,0.25301,8
Switzerland,Reproductive health care,Chad,0.0,0.43936,0.779619,0.221673,9
Switzerland,Reproductive health care,Haiti,0.0,0.0,0.0,0.193297,10
Switzerland,Reproductive health care,Uganda,0.0,0.0,0.0,0.190668,11
Switzerland,Reproductive health care,Zimbabwe,0.0,0.0,0.00529,0.133468,12
Switzerland,Reproductive health care,Central African Republic,0.0,0.103783,0.07564799999999999,0.091361,13
Switzerland,Reproductive health care,Benin,0.003171,0.010294,0.0,0.084741,14
Switzerland,Reproductive health care,Burkina Faso,0.0,0.0,0.07512100000000001,0.073089,15
Switzerland,Reproductive health care,Bosnia and Herzegovina,0.0,0.060863,0.07570600000000001,0.054817,16
Switzerland,Reproductive health care,Ethiopia,0.001375,0.04264299999999999,0.000529,0.052963,17
Switzerland,Reproductive health care,Cameroon,0.0,0.033314,0.0,0.049489,18
Switzerland,Reproductive health care,Mozambique,0.0,0.0,0.079444,0.044489,19
Switzerland,Reproductive health care,Bangladesh,0.0,0.063618,0.054297,0.031777,20
Switzerland,Reproductive health care,Bolivia,0.0,0.0,0.0,0.030856,21
Switzerland,Reproductive health care,Nicaragua,0.0,0.0,0.0,0.026482,22
Switzerland,Reproductive health care,Myanmar,0.0,0.0,0.0,0.021185,23
Switzerland,Reproductive health care,Albania,0.0,0.0,0.0,0.003178,24
Switzerland,Reproductive health care,Iraq,0.0,0.003198,0.0,0.002119,25
Switzerland,Reproductive health care,"South America, regional",0.0,0.0,0.0,0.002119,26
Switzerland,Reproductive health care,Togo,0.0,0.0,0.005819,0.001059,27
Switzerland,Reproductive health care,Egypt,0.0,0.341147,0.042322,0.0,28
Switzerland,Reproductive health care,Afghanistan,0.0,0.0,0.025393,0.0,29
Switzerland,Reproductive health care,Morocco,0.0,0.01898,0.008633,0.0,30
Switzerland,Reproductive health care,"North of Sahara, regional",0.0,0.0,0.00529,0.0,31
Switzerland,Reproductive health care,Mali,0.0,0.0,0.002116,0.0,32
Switzerland,Reproductive health care,Burundi,0.0,0.005245,0.001293,0.0,33
Switzerland,Reproductive health care,Mongolia,0.0,0.20149,0.0,0.0,34
Switzerland,Reproductive health care,Guatemala,0.0,0.020256,0.0,0.0,35
Switzerland,Reproductive health care,West Bank and Gaza Strip,0.0,0.00533,0.0,0.0,36
Switzerland,Reproductive health care,Rwanda,0.0,0.002624,0.0,0.0,37
Switzerland,Reproductive health care and family planning,"South of Sahara, regional",3.024117,3.342312,3.698098,3.715395,1
Switzerland,Reproductive health care and family planning,Unspecified,4.726547,2.576641,2.69142,2.639037,2
Switzerland,Reproductive health care and family planning,Somalia,0.0,0.434108,0.0,0.962319,3
Switzerland,Reproductive health care and family planning,Democratic Republic of the Congo,0.0,0.601757,0.8692700000000001,0.901188,4
Switzerland,Reproductive health care and family planning,Tanzania,0.0,0.8787010000000001,0.665222,0.656063,5
Switzerland,Reproductive health care and family planning,Syrian Arab Republic,0.0,0.374196,0.393594,0.515862,6
Switzerland,Reproductive health care and family planning,Nepal,0.0,0.118335,0.052902,0.328373,7
Switzerland,Reproductive health care and family planning,Moldova,1.102279,0.597156,0.30602599999999996,0.25301,8
Switzerland,Reproductive health care and family planning,Chad,0.0,0.43936,0.779619,0.221673,9
Switzerland,Reproductive health care and family planning,Haiti,0.0,0.0,0.0,0.193297,10
Switzerland,Reproductive health care and family planning,Uganda,0.0,0.0,0.0,0.190668,11
Switzerland,Reproductive health care and family planning,Zimbabwe,0.0,0.0,0.00529,0.133468,12
Switzerland,Reproductive health care and family planning,Central African Republic,0.0,0.103783,0.07564799999999999,0.091361,13
Switzerland,Reproductive health care and family planning,Benin,0.003171,0.010294,0.0,0.084741,14
Switzerland,Reproductive health care and family planning,Burkina Faso,0.0,0.0,0.096282,0.073089,15
Switzerland,Reproductive health care and family planning,Bosnia and Herzegovina,0.0,0.060863,0.07570600000000001,0.054817,16
Switzerland,Reproductive health care and family planning,Ethiopia,0.001375,0.04264299999999999,0.000529,0.052963,17
Switzerland,Reproductive health care and family planning,Cameroon,0.0,0.033314,0.0,0.049489,18
Switzerland,Reproductive health care and family planning,Mozambique,0.0,0.0,0.079444,0.044489,19
Switzerland,Reproductive health care and family planning,Bangladesh,0.0,0.063618,0.054297,0.031777,20
Switzerland,Reproductive health care and family planning,Bolivia,0.0,0.0,0.0,0.030856,21
Switzerland,Reproductive health care and family planning,Nicaragua,0.0,0.0,0.0,0.026482,22
Switzerland,Reproductive health care and family planning,Myanmar,0.0,0.0,0.0,0.021185,23
Switzerland,Reproductive health care and family planning,Albania,0.0,0.0,0.0,0.003178,24
Switzerland,Reproductive health care and family planning,Iraq,0.0,0.003198,0.0,0.002119,25
Switzerland,Reproductive health care and family planning,"South America, regional",0.0,0.0,0.0,0.002119,26
Switzerland,Reproductive health care and family planning,Togo,0.0,0.0,0.005819,0.001059,27
Switzerland,Reproductive health care and family planning,Egypt,0.0,0.341147,0.042322,0.0,28
Switzerland,Reproductive health care and family planning,Afghanistan,0.0,0.0,0.025393,0.0,29
Switzerland,Reproductive health care and family planning,Morocco,0.0,0.01898,0.008633,0.0,30
Switzerland,Reproductive health care and family planning,"North of Sahara, regional",0.0,0.0,0.00529,0.0,31
Switzerland,Reproductive health care and family planning,Mali,0.0,0.0,0.002116,0.0,32
Switzerland,Reproductive health care and family planning,Burundi,0.0,0.005245,0.001293,0.0,33
Switzerland,Reproductive health care and family planning,Mongolia,0.0,0.20149,0.0,0.0,34
Switzerland,Reproductive health care and family planning,Ecuador,0.0,0.099146,0.0,0.0,35
Switzerland,Reproductive health care and family planning,Guatemala,0.0,0.020256,0.0,0.0,36
Switzerland,Reproductive health care and family planning,Jordan,0.0,0.013219,0.0,0.0,37
Switzerland,Reproductive health care and family planning,West Bank and Gaza Strip,0.0,0.00533,0.0,0.0,38
Switzerland,Reproductive health care and family planning,Rwanda,0.0,0.002624,0.0,0.0,39
Switzerland,Family planning,Burkina Faso,0.0,0.0,0.021161,0.0,1
Switzerland,Family planning,Tanzania,0.0,0.106608,0.0,0.0,2
Switzerland,Family planning,Ecuador,0.0,0.099146,0.0,0.0,3
Switzerland,Family planning,Jordan,0.0,0.013219,0.0,0.0,4
Sweden,Reproductive health care,Unspecified,39.103757,38.469007000000005,26.394401,34.867848,1
Sweden,Reproductive health care,"South of Sahara, regional",10.993166,29.315292,20.624485,21.889978,2
Sweden,Reproductive health care,Zimbabwe,0.0,0.0,9.296403,7.853152000000001,3
Sweden,Reproductive health care,"Africa, regional",0.0,1.6395240000000002,2.042951,7.276288,4
Sweden,Reproductive health care,Uganda,10.413958000000001,2.129932,5.087993,6.670537,5
Sweden,Reproductive health care,Democratic Republic of the Congo,1.772074,1.736159,3.4145,5.446762,6
Sweden,Reproductive health care,Mozambique,5.906912,4.629759,5.250261999999999,4.613627,7
Sweden,Reproductive health care,South Sudan,0.0,0.0,0.025728,4.411127,8
Sweden,Reproductive health care,Zambia,1.035322,1.772864,3.169806,3.554037,9
Sweden,Reproductive health care,Ethiopia,0.480287,2.083391,5.194276,3.333364,10
Sweden,Reproductive health care,Sudan,0.0,1.736159,0.847999,2.756955,11
Sweden,Reproductive health care,Bolivia,0.808039,2.314879,3.716723,2.291581,12
Sweden,Reproductive health care,Liberia,0.826968,2.476921,1.130665,2.214485,13
Sweden,Reproductive health care,Guatemala,0.0,0.0,0.16195199999999998,1.72034,14
Sweden,Reproductive health care,Myanmar,6.2613270000000005,11.11142,9.836787,1.654173,15
Sweden,Reproductive health care,Afghanistan,1.063244,1.041696,0.0,1.323338,16
Sweden,Reproductive health care,West Bank and Gaza Strip,0.0,1.15744,1.268435,1.157921,17
Sweden,Reproductive health care,South Africa,0.612471,0.0,0.793162,0.760919,18
Sweden,Reproductive health care,Colombia,0.105952,0.0,0.858175,0.646782,19
Sweden,Reproductive health care,Tanzania,0.118886,0.102202,0.823124,0.576572,20
Sweden,Reproductive health care,Mali,0.0,0.0,0.0,0.490046,21
Sweden,Reproductive health care,Egypt,0.0,0.0,0.0,0.304368,22
Sweden,Reproductive health care,Bangladesh,2.768572,0.092942,0.110938,0.272409,23
Sweden,Reproductive health care,Paraguay,0.136214,0.0,0.161312,0.132466,24
Sweden,Reproductive health care,Peru,0.089391,0.0,0.122185,0.117521,25
Sweden,Reproductive health care,"South America, regional",0.118027,0.0,0.112364,0.108622,26
Sweden,Reproductive health care,Thailand,0.017027,0.04541,0.159951,0.10334499999999999,27
Sweden,Reproductive health care,Malawi,0.0,0.0,0.508178,0.059605000000000005,28
Sweden,Reproductive health care,Benin,0.293397,0.0,0.305442,0.043582,29
Sweden,Reproductive health care,Cambodia,0.353053,0.0,0.15126699999999998,0.035582,30
Sweden,Reproductive health care,Burkina Faso,0.019116,0.0,0.36968,0.034849,31
Sweden,Reproductive health care,Rwanda,0.0,0.0,0.0,0.016748,32
Sweden,Reproductive health care,Namibia,0.0,0.0,0.03607,0.013281,33
Sweden,Reproductive health care,"Caribbean & Central America, regional",0.0,0.0,1.235252,0.0,34
Sweden,Reproductive health care,Togo,0.27353,0.0,0.299972,0.0,35
Sweden,Reproductive health care,Pakistan,0.075828,0.0,0.065126,0.0,36
Sweden,Reproductive health care,Honduras,0.0,0.0,0.014081,0.0,37
Sweden,Reproductive health care,Jordan,0.0,0.0,0.005866,0.0,38
Sweden,Reproductive health care,Somalia,10.04175,8.102077,0.0,0.0,39
Sweden,Reproductive health care,Nepal,0.028471,0.028473,0.0,0.0,40
Sweden,Reproductive health care,Eswatini,0.114594,0.0,0.0,0.0,41
Sweden,Reproductive health care,Viet Nam,0.112231,0.0,0.0,0.0,42
Sweden,Reproductive health care and family planning,Unspecified,39.103757,38.838162000000004,26.394401,34.968532,1
Sweden,Reproductive health care and family planning,"South of Sahara, regional",10.993166,29.315292,20.624485,21.889978,2
Sweden,Reproductive health care and family planning,Zimbabwe,0.0,0.0,9.296403,7.853152000000001,3
Sweden,Reproductive health care and family planning,"Africa, regional",0.0,1.6395240000000002,2.042951,7.276288,4
Sweden,Reproductive health care and family planning,Uganda,10.413958000000001,2.129932,5.087993,6.670537,5
Sweden,Reproductive health care and family planning,Democratic Republic of the Congo,1.772074,1.736159,3.4145,5.446762,6
Sweden,Reproductive health care and family planning,Mozambique,5.906912,4.629759,5.250261999999999,4.613627,7
Sweden,Reproductive health care and family planning,South Sudan,0.0,0.0,0.025728,4.411127,8
Sweden,Reproductive health care and family planning,Zambia,1.035322,1.772864,3.169806,3.554037,9
Sweden,Reproductive health care and family planning,Ethiopia,0.480287,2.083391,5.194276,3.333364,10
Sweden,Reproductive health care and family planning,Sudan,0.0,1.736159,0.847999,2.756955,11
Sweden,Reproductive health care and family planning,Bolivia,0.808039,2.314879,3.716723,2.291581,12
Sweden,Reproductive health care and family planning,Liberia,0.826968,2.476921,1.130665,2.214485,13
Sweden,Reproductive health care and family planning,Guatemala,0.0,0.0,0.16195199999999998,1.72034,14
Sweden,Reproductive health care and family planning,Myanmar,6.2613270000000005,11.11142,9.836787,1.654173,15
Sweden,Reproductive health care and family planning,Afghanistan,1.063244,1.041696,0.0,1.323338,16
Sweden,Reproductive health care and family planning,West Bank and Gaza Strip,0.0,1.15744,1.268435,1.157921,17
Sweden,Reproductive health care and family planning,South Africa,0.612471,0.0,0.793162,0.760919,18
Sweden,Reproductive health care and family planning,Colombia,0.105952,0.0,0.858175,0.646782,19
Sweden,Reproductive health care and family planning,Tanzania,0.118886,0.102202,0.823124,0.576572,20
Sweden,Reproductive health care and family planning,Mali,0.0,0.0,0.0,0.490046,21
Sweden,Reproductive health care and family planning,Egypt,0.0,0.0,0.0,0.304368,22
Sweden,Reproductive health care and family planning,Bangladesh,2.768572,0.092942,0.110938,0.272409,23
Sweden,Reproductive health care and family planning,Paraguay,0.136214,0.0,0.161312,0.132466,24
Sweden,Reproductive health care and family planning,Peru,0.089391,0.0,0.122185,0.117521,25
Sweden,Reproductive health care and family planning,"South America, regional",0.118027,0.0,0.112364,0.108622,26
Sweden,Reproductive health care and family planning,Thailand,0.017027,0.04541,0.159951,0.10334499999999999,27
Sweden,Reproductive health care and family planning,Malawi,0.0,0.0,0.508178,0.059605000000000005,28
Sweden,Reproductive health care and family planning,Benin,0.293397,0.0,0.305442,0.043582,29
Sweden,Reproductive health care and family planning,Cambodia,0.353053,0.0,0.15126699999999998,0.035582,30
Sweden,Reproductive health care and family planning,Burkina Faso,0.019116,0.0,0.36968,0.034849,31
Sweden,Reproductive health care and family planning,Rwanda,0.0,0.0,0.0,0.016748,32
Sweden,Reproductive health care and family planning,Namibia,0.0,0.0,0.03607,0.013281,33
Sweden,Reproductive health care and family planning,"Caribbean & Central America, regional",0.0,0.0,1.235252,0.0,34
Sweden,Reproductive health care and family planning,Togo,0.27353,0.0,0.299972,0.0,35
Sweden,Reproductive health care and family planning,Pakistan,0.075828,0.0,0.065126,0.0,36
Sweden,Reproductive health care and family planning,Honduras,0.0,0.0,0.014081,0.0,37
Sweden,Reproductive health care and family planning,Jordan,0.0,0.0,0.005866,0.0,38
Sweden,Reproductive health care and family planning,Somalia,10.04175,8.102077,0.0,0.0,39
Sweden,Reproductive health care and family planning,Nepal,0.028471,0.028473,0.0,0.0,40
Sweden,Reproductive health care and family planning,Eswatini,0.114594,0.0,0.0,0.0,41
Sweden,Reproductive health care and family planning,Viet Nam,0.112231,0.0,0.0,0.0,42
Sweden,Family planning,Unspecified,0.0,0.369155,0.0,0.100684,1
Slovenia,Reproductive health care,Unspecified,0.0,0.00602,0.029474,0.028839,1
Slovenia,Reproductive health care,Rwanda,0.037867,0.030098,0.0,0.0,2
Slovenia,Reproductive health care and family planning,Unspecified,0.0,0.00602,0.029474,0.028839,1
Slovenia,Reproductive health care and family planning,Rwanda,0.037867,0.030098,0.0,0.0,2
UNICEF,Reproductive health care,India,3.6676290000000003,3.917618,4.6001579999999995,5.492071,1
UNICEF,Reproductive health care,Pakistan,0.035917,0.0,1.45613,3.277361,2
UNICEF,Reproductive health care,Ethiopia,1.477871,3.2429289999999997,2.598368,1.193168,3
UNICEF,Reproductive health care,Tanzania,1.4235149999999999,0.771525,0.6412960000000001,0.936242,4
UNICEF,Reproductive health care,Bangladesh,0.247824,0.3705,0.545123,0.85197,5
UNICEF,Reproductive health care,Afghanistan,1.7122039999999998,3.4871219999999994,2.680544,0.688564,6
UNICEF,Reproductive health care,Mozambique,0.042682,0.378921,0.108757,0.636151,7
UNICEF,Reproductive health care,Madagascar,0.101287,0.414708,0.112403,0.626902,8
UNICEF,Reproductive health care,Mali,0.288603,0.206301,0.308078,0.571406,9
UNICEF,Reproductive health care,Burkina Faso,0.064695,0.115782,0.206764,0.549824,10
UNICEF,Reproductive health care,Nigeria,1.44093,1.9335470000000001,0.9761170000000001,0.544686,11
UNICEF,Reproductive health care,Guinea-Bissau,0.000358,0.0,0.0802,0.532353,12
UNICEF,Reproductive health care,Uzbekistan,0.091518,0.505227,0.303847,0.363809,13
UNICEF,Reproductive health care,Kenya,0.268603,0.338923,0.458843,0.330921,14
UNICEF,Reproductive health care,Sierra Leone,0.24551699999999999,0.268402,0.589692,0.323728,15
UNICEF,Reproductive health care,Fiji,0.0,0.0,0.130461,0.319617,16
UNICEF,Reproductive health care,Uganda,0.385247,0.546277,0.472016,0.290842,17
UNICEF,Reproductive health care,Somalia,0.266351,0.0,0.713872,0.285703,18
UNICEF,Reproductive health care,China (People's Republic of),0.003582,0.30524100000000004,0.271924,0.27439800000000003,19
UNICEF,Reproductive health care,Rwanda,0.0,0.062101,0.394974,0.255899,20
UNICEF,Reproductive health care,Niger,0.23883900000000002,0.303138,0.394911,0.243567,21
UNICEF,Reproductive health care,South Africa,0.0,0.0,0.165934,0.200403,22
UNICEF,Reproductive health care,Syrian Arab Republic,0.08211800000000001,0.002105,0.069659,0.176766,23
UNICEF,Reproductive health care,Myanmar,0.123292,0.085257,0.391384,0.174711,24
UNICEF,Reproductive health care,Ghana,0.08946799999999999,0.126307,0.13039499999999998,0.168545,25
UNICEF,Reproductive health care,Democratic Republic of the Congo,0.125381,0.089468,0.943809,0.16135,26
UNICEF,Reproductive health care,Burundi,0.307903,0.159989,0.295215,0.157239,27
UNICEF,Reproductive health care,Thailand,0.0,0.042103,0.127995,0.154156,28
UNICEF,Reproductive health care,Unspecified,0.0,0.0,0.0,0.15107299999999999,29
UNICEF,Reproductive health care,Angola,0.733608,0.058943,0.409582,0.145935,30
UNICEF,Reproductive health care,North Macedonia,0.007728,0.0,0.116797,0.129491,31
UNICEF,Reproductive health care,Armenia,0.089365,0.119992,0.115354,0.128463,32
UNICEF,Reproductive health care,Turkmenistan,0.0,0.0,0.129891,0.127436,33
UNICEF,Reproductive health care,Lao People's Democratic Republic,0.0,0.005263,0.031832,0.123325,34
UNICEF,Reproductive health care,Nicaragua,0.0,0.016841,0.030777,0.116131,35
UNICEF,Reproductive health care,El Salvador,0.083788,0.050523,0.103328,0.11407600000000001,36
UNICEF,Reproductive health care,Egypt,0.160722,0.097888,0.086418,0.11407500000000001,37
UNICEF,Reproductive health care,Congo,0.0049,0.011579,0.130081,0.105854,38
UNICEF,Reproductive health care,Malawi,0.044244000000000006,0.239983,0.057996000000000006,0.102771,39
UNICEF,Reproductive health care,Zambia,0.03796,0.035787,0.327795,0.100716,40
UNICEF,Reproductive health care,Benin,0.057982,0.028419,0.168686,0.09866,41
UNICEF,Reproductive health care,Democratic People's Republic of Korea,0.018334,0.052627999999999994,0.150837,0.091466,42
UNICEF,Reproductive health care,Togo,0.0,0.0,0.001411,0.084271,43
UNICEF,Reproductive health care,Lesotho,0.00846,0.0,0.123837,0.082217,44
UNICEF,Reproductive health care,Zimbabwe,0.003366,0.031577,0.066787,0.079133,45
UNICEF,Reproductive health care,Algeria,0.002947,0.217879,0.045595000000000004,0.072967,46
UNICEF,Reproductive health care,Nepal,0.108602,0.303136,0.138463,0.07194,47
UNICEF,Reproductive health care,Honduras,0.0,0.068416,0.126528,0.070912,48
UNICEF,Reproductive health care,Guinea,0.066757,0.029472,0.12233,0.069885,49
UNICEF,Reproductive health care,Lebanon,0.0,0.0,0.0,0.064746,50
UNICEF,Reproductive health care,Georgia,0.0,0.0,0.042671,0.061663,51
UNICEF,Reproductive health care,Eswatini,0.0,0.012631,0.004136,0.05960700000000001,52
UNICEF,Reproductive health care,Indonesia,0.020512,0.019998,0.004502,0.055496,53
UNICEF,Reproductive health care,South Sudan,0.005563,0.03684,0.0,0.055496,54
UNICEF,Reproductive health care,Côte d'Ivoire,0.123201,0.25471699999999997,0.366357,0.053441,55
UNICEF,Reproductive health care,Cuba,0.15333600000000003,0.112624,0.108224,0.052413,56
UNICEF,Reproductive health care,Argentina,0.0,0.0,0.060387,0.052413,57
UNICEF,Reproductive health care,Kazakhstan,0.0,0.0,0.000101,0.051385,58
UNICEF,Reproductive health care,Morocco,0.031529,0.005263,0.049246,0.048302,59
UNICEF,Reproductive health care,Haiti,0.048971,0.130517,0.076995,0.045219,60
UNICEF,Reproductive health care,Kosovo,0.023732,0.061048,0.067314,0.045219,61
UNICEF,Reproductive health care,Jamaica,0.0,0.0,0.001638,0.043164,62
UNICEF,Reproductive health care,Comoros,0.084333,0.071574,0.078318,0.042136,63
UNICEF,Reproductive health care,Liberia,0.260879,0.083152,0.124609,0.041108,64
UNICEF,Reproductive health care,Sudan,0.14885500000000002,0.075784,0.137292,0.04008,65
UNICEF,Reproductive health care,Mauritania,0.051897,0.0,0.004164,0.027748000000000002,66
UNICEF,Reproductive health care,Moldova,0.0,0.0,0.0,0.025693,67
UNICEF,Reproductive health care,Iraq,0.003052,0.128412,0.014006,0.023637,68
UNICEF,Reproductive health care,Ukraine,0.0,0.0,0.009104,0.022609,69
UNICEF,Reproductive health care,Dominican Republic,0.365387,0.257877,0.08472600000000001,0.021582,70
UNICEF,Reproductive health care,Bhutan,0.010112,0.021051,0.2349,0.021581,71
UNICEF,Reproductive health care,West Bank and Gaza Strip,0.001324,0.0,0.09190799999999999,0.020554,72
UNICEF,Reproductive health care,Bolivia,0.0,0.0,0.003376,0.020554,73
UNICEF,Reproductive health care,Cambodia,0.046266,0.018945999999999998,0.002424,0.020554,74
UNICEF,Reproductive health care,Cameroon,0.273039,0.436812,0.09337899999999999,0.016443,75
UNICEF,Reproductive health care,Tunisia,0.028824,0.001053,0.046556,0.015416,76
UNICEF,Reproductive health care,Jordan,0.079014,0.108413,0.004086,0.015416,77
UNICEF,Reproductive health care,"South Asia, regional",0.0,0.0,0.0,0.01336,78
UNICEF,Reproductive health care,Philippines,0.0,0.017893,0.11788699999999999,0.012333,79
UNICEF,Reproductive health care,Tajikistan,0.139984,0.0,0.12013299999999999,0.011305,80
UNICEF,Reproductive health care,Sao Tome and Principe,0.009907,0.010526,0.014251,0.010277,81
